country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/22/2020,-13,-10,-6,-49,-23,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/23/2020,-13,-9,-3,-49,-23,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/24/2020,-11,-5,-3,-48,-21,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/25/2020,-10,-4,5,-44,-12,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/26/2020,-12,-6,7,-45,-2,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/27/2020,-11,-6,-4,-47,-23,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/28/2020,-9,-1,-3,-45,-24,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/29/2020,-8,1,1,-43,-25,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/30/2020,2,20,20,-34,-28,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,7/31/2020,-17,-6,31,-57,-68,21
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/1/2020,-19,-7,30,-49,-29,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/2/2020,-14,-3,32,-39,-8,6
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/3/2020,-9,-3,7,-44,-25,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/4/2020,-9,-1,3,-44,-26,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/5/2020,-8,-1,10,-44,-25,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/6/2020,-8,0,4,-44,-25,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/7/2020,-9,-1,3,-44,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/8/2020,-9,-1,12,-39,-14,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/9/2020,-11,-1,16,-39,-4,7
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/10/2020,-7,-1,3,-43,-23,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/11/2020,-11,-4,-2,-44,-25,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/12/2020,-8,-3,4,-44,-24,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/13/2020,-15,-11,-6,-46,-25,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/14/2020,-8,0,3,-42,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/15/2020,-10,-1,14,-34,-12,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/16/2020,-12,-3,33,-40,-4,6
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/17/2020,-6,-6,49,-52,-65,20
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/18/2020,-12,-5,2,-44,-25,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/19/2020,-8,-2,13,-42,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/20/2020,-5,-1,46,-48,-59,20
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/21/2020,-11,-5,18,-51,-38,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/22/2020,-17,-10,23,-45,-14,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/23/2020,-17,-10,19,-39,-1,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/24/2020,-13,-9,3,-44,-21,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/25/2020,-10,-2,4,-43,-23,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/26/2020,-10,-3,7,-44,-22,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/27/2020,-8,0,11,-44,-22,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/28/2020,-7,3,9,-42,-20,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/29/2020,-9,2,18,-40,-10,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/30/2020,-8,1,29,-39,0,7
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,8/31/2020,-6,3,10,-44,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/1/2020,-5,7,8,-42,-23,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/2/2020,-9,-1,5,-44,-23,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/3/2020,-5,1,8,-43,-24,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/4/2020,-7,2,5,-43,-21,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/5/2020,-8,1,18,-38,-13,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/6/2020,-7,1,30,-38,-4,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/7/2020,-8,-2,6,-45,-23,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/8/2020,-8,-1,5,-44,-24,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/9/2020,-9,-3,6,-44,-23,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/10/2020,-10,-3,5,-44,-24,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/11/2020,-10,-3,2,-43,-22,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/12/2020,-12,-4,11,-39,-12,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/13/2020,-14,-5,17,-39,-4,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/14/2020,-17,-13,-7,-52,-25,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/15/2020,-17,-10,-9,-51,-26,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/16/2020,-12,-4,1,-50,-26,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/17/2020,-12,-5,0,-49,-26,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/18/2020,-14,-6,-4,-51,-24,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/19/2020,-15,-7,2,-49,-12,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/20/2020,-27,-18,-16,-53,-9,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/21/2020,-17,-13,-8,-50,-26,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/22/2020,-20,-11,-11,-48,-28,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/23/2020,-20,-12,-6,-49,-26,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/24/2020,-19,-12,-4,-49,-27,18
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/25/2020,-18,-5,-6,-49,-24,18
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/26/2020,-17,-6,-4,-45,-13,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/27/2020,-20,-9,1,-47,-6,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/28/2020,-18,-8,-6,-49,-25,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/29/2020,-17,-5,-5,-47,-27,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,9/30/2020,-14,2,0,-46,-26,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/1/2020,-13,5,6,-45,-27,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/2/2020,-16,0,-3,-46,-25,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/3/2020,-13,1,-1,-41,-16,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/4/2020,-12,0,10,-41,-10,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/5/2020,-12,1,5,-45,-27,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/6/2020,-13,0,0,-45,-29,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/7/2020,-13,-3,6,-46,-27,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/8/2020,-15,-5,1,-46,-28,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/9/2020,-16,-5,-3,-48,-25,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/10/2020,-17,-7,0,-44,-12,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/11/2020,-13,-2,11,-43,-5,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/12/2020,-15,-5,6,-46,-24,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/13/2020,-16,-6,2,-47,-26,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/14/2020,-14,-6,3,-46,-25,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/15/2020,-13,-2,6,-44,-24,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/16/2020,-22,-11,-7,-46,-23,17
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/17/2020,-14,-1,6,-41,-11,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/18/2020,-15,-4,13,-41,-6,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/19/2020,-19,-8,-2,-45,-24,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/20/2020,-17,-7,-4,-44,-25,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/21/2020,-20,-13,-7,-45,-25,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/22/2020,-12,-2,5,-43,-25,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/23/2020,-12,1,3,-42,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/24/2020,-14,-3,3,-38,-11,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/25/2020,-15,-3,8,-38,-7,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/26/2020,-22,-12,-10,-44,-25,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/27/2020,-12,5,0,-38,-25,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/28/2020,-3,9,17,-36,-36,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/29/2020,1,7,52,-44,-60,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/30/2020,-12,-2,10,-49,-41,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,10/31/2020,-21,-11,7,-41,-19,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/1/2020,-16,-4,11,-30,-9,7
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/2/2020,-12,-1,2,-39,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/3/2020,-11,0,4,-39,-25,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/4/2020,-13,-5,0,-40,-24,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/5/2020,-14,-4,-3,-42,-27,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/6/2020,-13,-2,-1,-41,-23,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/7/2020,-12,-3,4,-36,-13,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/8/2020,-11,-2,18,-35,-8,6
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/9/2020,-14,-5,4,-41,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/10/2020,-14,-3,-2,-35,-26,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/11/2020,-12,-3,3,-40,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/12/2020,-12,-4,7,-40,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/13/2020,-12,-2,4,-40,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/14/2020,-12,-4,8,-37,-12,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/15/2020,-11,-3,22,-34,-7,6
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/16/2020,-16,-7,-1,-40,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/17/2020,-15,-5,-1,-40,-25,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/18/2020,-16,-8,-2,-40,-24,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/19/2020,-13,-4,2,-39,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/20/2020,-14,-3,0,-39,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/21/2020,-13,-5,6,-35,-12,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/22/2020,-14,-5,15,-36,-9,7
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/23/2020,-18,-11,-5,-41,-24,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/24/2020,-15,-6,-1,-40,-25,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/25/2020,-12,-2,0,-39,-23,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/26/2020,-8,1,6,-38,-24,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/27/2020,-9,2,4,-37,-21,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/28/2020,-6,3,10,-32,-11,6
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/29/2020,-13,-5,6,-33,-8,7
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,11/30/2020,-9,5,-2,-38,-23,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/1/2020,-6,10,3,-36,-24,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/2/2020,-9,2,2,-38,-23,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/3/2020,-9,2,1,-37,-25,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/4/2020,-7,6,2,-36,-21,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/5/2020,-8,3,3,-30,-12,7
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/6/2020,-14,-4,-1,-32,-10,8
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/7/2020,-14,-3,-5,-40,-25,11
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/8/2020,-9,3,1,-37,-25,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/9/2020,-1,4,19,-45,-57,19
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/10/2020,-9,2,6,-35,-22,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/11/2020,-11,0,0,-36,-20,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/12/2020,-10,1,5,-29,-9,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/13/2020,-10,0,15,-28,-2,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/14/2020,-11,-2,4,-36,-21,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/15/2020,-10,1,0,-35,-23,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/16/2020,-10,-1,6,-33,-22,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/17/2020,-8,1,7,-30,-22,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/18/2020,-10,2,1,-33,-20,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/19/2020,-11,0,5,-27,-8,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/20/2020,-14,-5,2,-28,-4,10
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/21/2020,-11,-2,8,-35,-24,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/22/2020,-9,2,13,-32,-26,13
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/23/2020,-7,5,17,-27,-25,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/24/2020,-1,10,27,-32,-43,16
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/25/2020,-8,2,33,-46,-61,22
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/26/2020,-17,-6,14,-39,-23,12
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/27/2020,-16,-7,19,-33,-4,9
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/28/2020,-11,-1,13,-40,-30,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/29/2020,-12,1,10,-40,-32,15
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/30/2020,-7,7,16,-37,-32,14
ID,Indonesia,Banten,,,ID-BT,,ChIJmbkNxNaKQS4R6bMai6ua074,12/31/2020,0,18,37,-37,-49,16
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/15/2020,-2,-2,-10,-2,4,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/16/2020,-1,-3,-16,-4,2,2
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/17/2020,1,3,-3,2,4,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/18/2020,0,0,-5,2,3,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/19/2020,1,3,2,1,4,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/20/2020,-3,-3,-8,2,2,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/21/2020,4,7,10,12,5,-1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/22/2020,-1,1,7,-3,4,-1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/23/2020,0,0,4,-2,4,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/24/2020,-1,-1,-2,2,5,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/25/2020,-2,-2,-5,-6,2,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/26/2020,-5,-3,-13,-3,4,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/27/2020,2,1,-1,-8,4,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/28/2020,5,6,1,0,7,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,2/29/2020,-5,-3,-11,-4,7,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/1/2020,-1,0,-11,-7,2,2
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/2/2020,0,4,-2,-1,3,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/3/2020,-1,1,-10,3,2,2
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/4/2020,5,10,2,6,2,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/5/2020,3,3,3,4,2,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/6/2020,8,10,34,9,4,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/7/2020,2,4,12,9,1,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/8/2020,-2,-2,-1,5,1,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/9/2020,2,5,2,6,3,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/10/2020,5,5,6,1,1,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/11/2020,8,11,15,9,1,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/12/2020,-2,-7,2,-4,3,2
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/13/2020,9,9,6,3,6,0
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/14/2020,-2,-1,-8,-6,4,1
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/15/2020,0,2,-2,1,3,2
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/16/2020,-6,4,-15,-3,2,3
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/17/2020,-7,-3,-13,-6,-5,5
ID,Indonesia,Bengkulu,,,ID-BE,,ChIJeZLjNx6wNi4R4bGjxGX7HFE,3/18/2020,-17,-9,-22,-12,-15,8
